record_key,record_type,run_id,soc,aic,mode,global_index,workload_index,workload_id,rank,shape,dtype,template,T,S,C,G,L2,median_ms,stddev_ms,tflops,speedup_vs_official,delta_pct,noise_pct,status,mark,official_ms,best_rank,ocr_complete,notes,I,L1,DB,L2O,preflight_contract,trans_a,trans_b
coverage:1-350,coverage,20260727_074700,Ascend910B3,20,full,1-350,,,,,,,,,,,,,,,,,,success,,,,1,all_candidates_1_through_350_completed_before_host_control_error,,,,,,,
candidate:llm_decode_qkv_1:20,candidate,20260727_074700,Ascend910B3,20,full,20,1,llm_decode_qkv_1,20,1x12288x4096,fp16,BASE,16x176x64,16x176x4096,20,1x70,1x4(1x20),0.0507516,2.58379e-05,,0.99989,0.0110315,1.42793,within_noise,measured,,,1,,,,,,,,
result:llm_decode_qkv_1,result,20260727_074700,Ascend910B3,20,full,,1,llm_decode_qkv_1,,1x12288x4096,fp16,,,,,,,0.050486,,,1.00515,,,within_noise,,0.050746,19,1,,,,,,,,
baseline:llm_decode_o_1,baseline,20260727_074700,Ascend910B3,20,full,,2,llm_decode_o_1,-1,1x4096x4096,fp16,,,,,,,0.0187716,9.47382e-05,1.78751,,,,official,,,,1,,,,,,,,
candidate:llm_decode_o_1:1,candidate,20260727_074700,Ascend910B3,20,full,21,2,llm_decode_o_1,1,1x4096x4096,fp16,BASE,16x208x64,16x208x4096,20,1x20,1x1(1x20),0.0190528,7.88804e-05,,0.985241,1.49801,1.30801,regressed,best,,,1,,,,,,,,
candidate:llm_decode_o_1:2,candidate,20260727_074700,Ascend910B3,20,full,22,2,llm_decode_o_1,2,1x4096x4096,fp16,BASE,16x208x64,16x208x4096,20,1x20,1x1(1x20),0.0190172,6.15559e-05,,0.987085,1.30836,1.20373,regressed,best,,,1,,,,,,,,
candidate:llm_decode_o_1:3,candidate,20260727_074700,Ascend910B3,20,full,23,2,llm_decode_o_1,3,1x4096x4096,fp16,BASE,16x224x64,16x224x4096,20,1x19,1x1(1x19),0.0187708,8.24387e-05,,1.00004,-0.00426119,1.33803,within_noise,best,,,1,,,,,,,,
candidate:llm_decode_o_1:10,candidate,20260727_074700,Ascend910B3,20,full,30,2,llm_decode_o_1,10,1x4096x4096,fp16,BASE,16x80x128,16x80x4096,20,1x52,1x3(1x20),0.0190252,0.00011384,,0.98657,1.35098,1.57796,within_noise,measured,,,1,,,,,,,,
candidate:llm_decode_o_1:18,candidate,20260727_074700,Ascend910B3,20,full,38,2,llm_decode_o_1,18,1x4096x4096,fp16,BASE,16x32x512,16x32x4096,20,1x128,1x7(1x20),0.018768,5.71287e-05,,1.00019,-0.0191785,1.1787,within_noise,best,,,1,,,,,,,,
candidate:llm_decode_o_1:20,candidate,20260727_074700,Ascend910B3,20,full,40,2,llm_decode_o_1,20,1x4096x4096,fp16,BASE,16x48x256,16x48x4096,20,1x86,1x5(1x20),0.0187692,7.04387e-05,,1.00013,-0.0127836,1.25812,within_noise,measured,,,1,,,,,,,,
result:llm_decode_o_1,result,20260727_074700,Ascend910B3,20,full,,2,llm_decode_o_1,,1x4096x4096,fp16,,,,,,,0.018768,,,1.00019,,,within_noise,,0.0187716,18,1,,,,,,,,
baseline:llm_decode_ffn_up_1,baseline,20260727_074700,Ascend910B3,20,full,,3,llm_decode_ffn_up_1,-1,1x11008x4096,fp16,,,,,,,0.0507036,6.17306e-05,1.77852,,,,official,,,,1,,,,,,,,
candidate:llm_decode_ffn_up_1:1,candidate,20260727_074700,Ascend910B3,20,full,41,3,llm_decode_ffn_up_1,1,1x11008x4096,fp16,BASE,16x112x128,16x112x4096,20,1x99,1x5(1x20),0.0504772,6.25781e-05,,1.00449,-0.446521,1,within_noise,best,,,1,,,,,,,,
candidate:llm_decode_ffn_up_1:6,candidate,20260727_074700,Ascend910B3,20,full,46,3,llm_decode_ffn_up_1,6,1x11008x4096,fp16,BASE,16x192x64,16x192x4096,20,1x58,1x3(1x20),0.050456,4.93006e-05,,1.00491,-0.488333,1,within_noise,best,,,1,,,,,,,,
candidate:llm_decode_ffn_up_1:10,candidate,20260727_074700,Ascend910B3,20,full,50,3,llm_decode_ffn_up_1,10,1x11008x4096,fp16,BASE,16x144x64,16x144x4096,20,1x77,1x4(1x20),0.0506924,7.30469e-05,,1.00022,-0.0220909,1,within_noise,measured,,,1,,,,,,,,
candidate:llm_decode_ffn_up_1:20,candidate,20260727_074700,Ascend910B3,20,full,60,3,llm_decode_ffn_up_1,20,1x11008x4096,fp16,BASE,16x128x128,16x128x4096,20,1x86,1x5(1x20),0.050696,5.3194e-05,,1.00015,-0.0149906,1,within_noise,measured,,,1,,,,,,,,
result:llm_decode_ffn_up_1,result,20260727_074700,Ascend910B3,20,full,,3,llm_decode_ffn_up_1,,1x11008x4096,fp16,,,,,,,0.050456,,,1.00491,,,within_noise,,0.0507036,6,1,,,,,,,,
baseline:llm_decode_ffn_down_1,baseline,20260727_074700,Ascend910B3,20,full,,4,llm_decode_ffn_down_1,-1,1x4096x11008,fp16,,,,,,,0.0463492,,,,,,official,,,,0,stddev_and_tflops_not_visible,,,,,,,
candidate:llm_decode_ffn_down_1:1,candidate,20260727_074700,Ascend910B3,20,full,61,4,llm_decode_ffn_down_1,1,1x4096x11008,fp16,BASE,16x208x64,16x208x11008,20,1x20,1x1(1x20),0.0463624,0.0001052,,0.999715,0.028477,1,within_noise,best,,,1,,,,,,,,
candidate:llm_decode_ffn_down_1:2,candidate,20260727_074700,Ascend910B3,20,full,62,4,llm_decode_ffn_down_1,2,1x4096x11008,fp16,BASE,16x208x64,16x208x11008,20,1x20,1x1(1x20),0.0461116,1.31937e-05,,1.00515,-0.512637,1,within_noise,best,,,1,,,,,,,,
candidate:llm_decode_ffn_down_1:10,candidate,20260727_074700,Ascend910B3,20,full,70,4,llm_decode_ffn_down_1,10,1x4096x11008,fp16,BASE,16x240x64,16x240x11008,20,1x18,1x1(1x18),0.0461244,6.19026e-05,,1.00487,-0.485014,1,within_noise,measured,,,1,,,,,,,,
candidate:llm_decode_ffn_down_1:20,candidate,20260727_074700,Ascend910B3,20,full,80,4,llm_decode_ffn_down_1,20,1x4096x11008,fp16,BASE,16x64x256,16x64x11008,20,1x64,1x4(1x20),0.046342,5.32276e-05,,1.00016,-0.0155348,1,within_noise,measured,,,1,,,,,,,,
result:llm_decode_ffn_down_1,result,20260727_074700,Ascend910B3,20,full,,4,llm_decode_ffn_down_1,,1x4096x11008,fp16,,,,,,,0.0461116,,,1.00515,,,within_noise,,0.0463492,2,1,,,,,,,,
baseline:llm_batch8_qkv,baseline,20260727_074700,Ascend910B3,20,full,,5,llm_batch8_qkv,-1,8x12288x4096,fp16,,,,,,,0.0537008,0.000323294,14.9962,,,,official,,,,1,,,,,,,,
candidate:llm_batch8_qkv:1,candidate,20260727_074700,Ascend910B3,20,full,81,5,llm_batch8_qkv,1,8x12288x4096,fp16,BASE,16x208x64,16x208x4096,20,1x60,1x3(1x20),0.0535644,0.000104715,,1.00255,-0.253999,1.26564,within_noise,best,,,1,,,,,,,,
candidate:llm_batch8_qkv:3,candidate,20260727_074700,Ascend910B3,20,full,83,5,llm_batch8_qkv,3,8x12288x4096,fp16,BASE,16x320x32,16x320x4096,20,1x39,1x2(1x20),0.0535236,0.000122561,,1.00331,-0.329981,1.28768,within_noise,best,,,1,,,,,,,,
candidate:llm_batch8_qkv:7,candidate,20260727_074700,Ascend910B3,20,full,87,5,llm_batch8_qkv,7,8x12288x4096,fp16,BASE,16x128x128,16x128x4096,20,1x96,1x5(1x20),0.0534928,8.98733e-05,,1.00389,-0.387333,1.24972,within_noise,best,,,1,,,,,,,,
candidate:llm_batch8_qkv:8,candidate,20260727_074700,Ascend910B3,20,full,88,5,llm_batch8_qkv,8,8x12288x4096,fp16,BASE,16x128x128,16x128x4096,20,1x96,1x5(1x20),0.0534364,0.000125215,,1.00495,-0.49236,1.29121,within_noise,best,,,1,,,,,,,,
candidate:llm_batch8_qkv:10,candidate,20260727_074700,Ascend910B3,20,full,90,5,llm_batch8_qkv,10,8x12288x4096,fp16,BASE,16x224x64,16x224x4096,20,1x55,1x3(1x20),0.0535516,0.00013063,,1.00279,-0.277831,1.29864,within_noise,measured,,,1,,,,,,,,
candidate:llm_batch8_qkv:20,candidate,20260727_074700,Ascend910B3,20,full,100,5,llm_batch8_qkv,20,8x12288x4096,fp16,BASE,16x176x64,16x176x4096,20,1x70,1x4(1x20),0.0534176,9.37287e-05,,1.0053,-0.527363,1.25364,within_noise,best,,,1,,,,,,,,
result:llm_batch8_qkv,result,20260727_074700,Ascend910B3,20,full,,5,llm_batch8_qkv,,8x12288x4096,fp16,,,,,,,0.0534176,,,1.0053,,,within_noise,,0.0537008,20,1,,,,,,,,
baseline:llm_batch32_ffn_up,baseline,20260727_074700,Ascend910B3,20,full,,6,llm_batch32_ffn_up,-1,32x11008x4096,fp16,,,,,,,0.0600092,0.000125418,48.0873,,,,official,,,,1,,,,,,,,
candidate:llm_batch32_ffn_up:1,candidate,20260727_074700,Ascend910B3,20,full,101,6,llm_batch32_ffn_up,1,32x11008x4096,fp16,BASE,32x288x32,32x288x4096,20,1x39,1x2(1x20),0.0601804,,,0.997155,0.285296,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_batch32_ffn_up:2,candidate,20260727_074700,Ascend910B3,20,full,102,6,llm_batch32_ffn_up,2,32x11008x4096,fp16,BASE,32x288x32,32x288x4096,20,1x39,1x2(1x20),0.0601268,,,0.998044,0.195974,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_batch32_ffn_up:3,candidate,20260727_074700,Ascend910B3,20,full,103,6,llm_batch32_ffn_up,3,32x11008x4096,fp16,BASE,32x192x64,32x192x4096,20,1x58,1x3(1x20),0.0600556,,,0.999227,0.0773232,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_batch32_ffn_up:5,candidate,20260727_074700,Ascend910B3,20,full,105,6,llm_batch32_ffn_up,5,32x11008x4096,fp16,BASE,32x320x32,32x320x4096,20,1x35,1x2(1x20),0.06001,,,0.999987,0.00133494,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_batch32_ffn_up:10,candidate,20260727_074700,Ascend910B3,20,full,110,6,llm_batch32_ffn_up,10,32x11008x4096,fp16,BASE,32x208x64,32x208x4096,20,1x53,1x3(1x20),0.0601128,,,0.998277,0.172644,1,within_noise,measured,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_batch32_ffn_up:20,candidate,20260727_074700,Ascend910B3,20,full,120,6,llm_batch32_ffn_up,20,32x11008x4096,fp16,BASE,32x80x128,32x80x4096,20,1x138,1x7(1x20),0.0600716,,,0.998961,0.10399,1,within_noise,measured,,,0,stddev_truncated_by_OCR,,,,,,,
result:llm_batch32_ffn_up,result,20260727_074700,Ascend910B3,20,full,,6,llm_batch32_ffn_up,,32x11008x4096,fp16,,,,,,,0.06001,,,0.999987,,,within_noise,,0.0600092,5,1,,,,,,,,
baseline:llm_prefill128_qkv,baseline,20260727_074700,Ascend910B3,20,full,,7,llm_prefill128_qkv,-1,128x12288x4096,fp16,,,,,,,0.0645916,6.50083e-05,199.483,,,,official,,,,1,,,,,,,,
candidate:llm_prefill128_qkv:1,candidate,20260727_074700,Ascend910B3,20,full,121,7,llm_prefill128_qkv,1,128x12288x4096,fp16,BASE,128x208x64,128x208x4096,20,1x60,1x3(1x20),0.0645724,,,1.0003,-0.0297213,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill128_qkv:2,candidate,20260727_074700,Ascend910B3,20,full,122,7,llm_prefill128_qkv,2,128x12288x4096,fp16,BASE,128x208x64,128x208x4096,20,1x60,1x3(1x20),0.0645344,,,1.00089,-0.0885512,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill128_qkv:4,candidate,20260727_074700,Ascend910B3,20,full,124,7,llm_prefill128_qkv,4,128x12288x4096,fp16,BASE,128x224x64,128x224x4096,20,1x55,1x3(1x20),0.064374,,,1.00338,-0.336886,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill128_qkv:5,candidate,20260727_074700,Ascend910B3,20,full,125,7,llm_prefill128_qkv,5,128x12288x4096,fp16,BASE,128x240x64,128x240x4096,20,1x52,1x3(1x20),0.0643736,,,1.00339,-0.337506,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill128_qkv:6,candidate,20260727_074700,Ascend910B3,20,full,126,7,llm_prefill128_qkv,6,128x12288x4096,fp16,BASE,128x240x64,128x240x4096,20,1x52,1x3(1x20),0.0643472,,,1.0038,-0.378374,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill128_qkv:10,candidate,20260727_074700,Ascend910B3,20,full,130,7,llm_prefill128_qkv,10,128x12288x4096,fp16,BASE,128x160x64,128x160x4096,20,1x77,1x4(1x20),0.064546,0.00010179,,1.00071,-0.0705973,1,within_noise,measured,,,1,,,,,,,,
candidate:llm_prefill128_qkv:11,candidate,20260727_074700,Ascend910B3,20,full,131,7,llm_prefill128_qkv,11,128x12288x4096,fp16,BASE,128x176x64,128x176x4096,20,1x70,1x4(1x20),0.0643244,,,1.00415,-0.413677,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill128_qkv:20,candidate,20260727_074700,Ascend910B3,20,full,140,7,llm_prefill128_qkv,20,128x12288x4096,fp16,BASE,128x96x128,128x96x4096,20,1x128,1x7(1x20),0.064356,,,1.00366,-0.364754,1,within_noise,measured,,,0,stddev_truncated_by_OCR,,,,,,,
result:llm_prefill128_qkv,result,20260727_074700,Ascend910B3,20,full,,7,llm_prefill128_qkv,,128x12288x4096,fp16,,,,,,,0.0643244,,,1.00415,,,within_noise,,0.0645916,11,1,,,,,,,,
baseline:llm_prefill512_ffn_up,baseline,20260727_074700,Ascend910B3,20,full,,8,llm_prefill512_ffn_up,-1,512x11008x4096,fp16,,,,,,,0.181996,2.593e-05,253.691,,,,official,,,,1,,,,,,,,
candidate:llm_prefill512_ffn_up:1,candidate,20260727_074700,Ascend910B3,20,full,141,8,llm_prefill512_ffn_up,1,512x11008x4096,fp16,BASE,128x256x64,128x256x4096,20,4x43,1x9(4x5),0.182278,,,0.998453,0.154949,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill512_ffn_up:5,candidate,20260727_074700,Ascend910B3,20,full,145,8,llm_prefill512_ffn_up,5,512x11008x4096,fp16,BASE,176x176x64,176x176x4096,20,3x63,1x11(3x6),0.182067,,,0.999613,0.0386822,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill512_ffn_up:8,candidate,20260727_074700,Ascend910B3,20,full,148,8,llm_prefill512_ffn_up,8,512x11008x4096,fp16,BASE,128x224x64,128x224x4096,20,4x50,1x10(4x5),0.181984,,,1.00007,-0.00703218,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill512_ffn_up:10,candidate,20260727_074700,Ascend910B3,20,full,150,8,llm_prefill512_ffn_up,10,512x11008x4096,fp16,BASE,256x112x64,256x112x4096,20,2x99,1x10(2x10),0.182294,,,0.998365,0.163742,1,within_noise,measured,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill512_ffn_up:20,candidate,20260727_074700,Ascend910B3,20,full,160,8,llm_prefill512_ffn_up,20,512x11008x4096,fp16,BASE,128x192x64,128x192x4096,20,4x58,1x12(4x5),0.181986,,,1.00005,-0.0054916,1,within_noise,measured,,,0,stddev_truncated_by_OCR,,,,,,,
result:llm_prefill512_ffn_up,result,20260727_074700,Ascend910B3,20,full,,8,llm_prefill512_ffn_up,,512x11008x4096,fp16,,,,,,,0.181984,,,1.00007,,,within_noise,,0.181996,8,1,,,,,,,,
baseline:llm_prefill2048_ffn_down,baseline,20260727_074700,Ascend910B3,20,full,,9,llm_prefill2048_ffn_down,-1,2048x4096x11008,fp16,,,,,,,0.795001,7.332e-05,232.306,,,,official,,,,1,,,,,,,,
candidate:llm_prefill2048_ffn_down:1,candidate,20260727_074700,Ascend910B3,20,full,161,9,llm_prefill2048_ffn_down,1,2048x4096x11008,fp16,BASE,128x256x64,128x256x11008,20,16x16,4x4(4x5),0.794371,,,1.00079,-0.0792401,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill2048_ffn_down:4,candidate,20260727_074700,Ascend910B3,20,full,164,9,llm_prefill2048_ffn_down,4,2048x4096x11008,fp16,BASE,256x128x64,256x128x11008,20,8x32,2x7(4x5),0.794297,,,1.00089,-0.0885489,1,within_noise,best,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill2048_ffn_down:10,candidate,20260727_074700,Ascend910B3,20,full,170,9,llm_prefill2048_ffn_down,10,2048x4096x11008,fp16,BASE,192x160x64,192x160x11008,20,11x26,3x6(4x5),0.794462,,,1.00068,-0.06782,1,within_noise,measured,,,0,stddev_truncated_by_OCR,,,,,,,
candidate:llm_prefill2048_ffn_down:13,candidate,20260727_074700,Ascend910B3,20,full,173,9,llm_prefill2048_ffn_down,13,2048x4096x11008,fp16,BASE,176x176x64,176x176x11008,20,12x24,3x5(4x5),0.79425,,,1.00094,-0.0936351,1,within_noise,best,,,0,workload_result_not_visible,,,,,,,
result:llm_full_4096_ffn_down,result,20260727_074700,Ascend910B3,20,full,,11,llm_full_4096_ffn_down,,4096x4096x11008,fp16,,,,,,,1.45055,,,0.939847,,,regressed,,1.3633,1,0,best_tiling_not_visible,,,,,,,
baseline:llm_8192_square,baseline,20260727_074700,Ascend910B3,20,full,,12,llm_8192_square,-1,8192x8192x8192,fp16,,,,,,,4.04714,0.000688341,271.676,,,,official,,,,1,,,,,,,,
candidate:llm_8192_square:1,candidate,20260727_074700,Ascend910B3,20,full,221,12,llm_8192_square,1,8192x8192x8192,fp16,BASE,144x224x64,144x224x8192,20,57x37,15x8(4x5),8.2336,0.0105889,,0.49154,103.442,1,regressed,best,,,1,,,,,,,,
candidate:llm_8192_square:2,candidate,20260727_074700,Ascend910B3,20,full,222,12,llm_8192_square,2,8192x8192x8192,fp16,BASE,144x224x64,144x224x8192,20,57x37,15x8(4x5),8.08651,0.0202559,,0.500481,99.8079,1.00158,regressed,best,,,1,,,,,,,,
candidate:llm_8192_square:7,candidate,20260727_074700,Ascend910B3,20,full,227,12,llm_8192_square,7,8192x8192x8192,fp16,BASE,192x160x64,192x160x8192,20,43x52,11x11(4x5),7.46222,0.00242467,,0.542351,84.3824,1,regressed,best,,,1,,,,,,,,
candidate:llm_8192_square:9,candidate,20260727_074700,Ascend910B3,20,full,229,12,llm_8192_square,9,8192x8192x8192,fp16,BASE,160x192x64,160x192x8192,20,52x43,13x9(4x5),6.10372,0.00590529,,0.663062,50.8155,1,regressed,best,,,1,,,,,,,,
candidate:llm_8192_square:10,candidate,20260727_074700,Ascend910B3,20,full,230,12,llm_8192_square,10,8192x8192x8192,fp16,BASE,160x192x64,160x192x8192,20,52x43,13x9(4x5),6.28308,0.0138126,,0.644134,55.2473,1,regressed,measured,,,1,,,,,,,,
candidate:llm_8192_square:11,candidate,20260727_074700,Ascend910B3,20,full,231,12,llm_8192_square,11,8192x8192x8192,fp16,BASE,128x256x64,128x256x8192,20,64x32,16x7(4x5),4.52063,0.00630331,,0.895261,11.6992,1,regressed,best,,,1,,,,,,,,
candidate:llm_8192_square:12,candidate,20260727_074700,Ascend910B3,20,full,232,12,llm_8192_square,12,8192x8192x8192,fp16,BASE,128x256x64,128x256x8192,20,64x32,16x7(4x5),4.51651,0.00497652,,0.896078,11.5974,1,regressed,best,,,1,,,,,,,,
candidate:llm_8192_square:20,candidate,20260727_074700,Ascend910B3,20,full,240,12,llm_8192_square,20,8192x8192x8192,fp16,BASE,128x240x64,128x240x8192,20,64x35,16x7(4x5),10.0161,0.0456267,,0.404063,147.486,2.25502,regressed,measured,,,1,,,,,,,,
result:llm_8192_square,result,20260727_074700,Ascend910B3,20,full,,12,llm_8192_square,,8192x8192x8192,fp16,,,,,,,4.51651,,,0.896078,,,regressed,,4.04714,12,1,,,,,,,,
baseline:attention_score_128,baseline,20260727_074700,Ascend910B3,20,full,,13,attention_score_128,-1,128x128x128,fp16,,,,,,,0.0031972,0.000235214,1.31187,,,,official,,,,1,,,,,,,,
candidate:attention_score_128:1,candidate,20260727_074700,Ascend910B3,20,full,241,13,attention_score_128,1,128x128x128,fp16,BASE,32x32x128,32x32x128,20,4x4,1x1(4x4),0.00321,0.00014507,,0.996012,0.400353,17.2872,within_noise,best,,,1,,,,,,,,
candidate:attention_score_128:10,candidate,20260727_074700,Ascend910B3,20,full,250,13,attention_score_128,10,128x128x128,fp16,BASE,48x32x128,48x32x128,20,3x4,1x1(3x4),0.0032388,0.000124328,,0.987156,1.30113,16.6428,within_noise,measured,,,1,,,,,,,,
candidate:attention_score_128:20,candidate,20260727_074700,Ascend910B3,20,full,260,13,attention_score_128,20,128x128x128,fp16,BASE,48x48x128,48x48x128,20,3x3,1x1(3x3),0.0032744,6.45554e-05,,0.976423,2.41461,15.2579,within_noise,measured,,,1,,,,,,,,
result:attention_score_128,result,20260727_074700,Ascend910B3,20,full,,13,attention_score_128,,128x128x128,fp16,,,,,,,0.00321,,,0.996012,,,within_noise,,0.0031972,1,1,,,,,,,,
baseline:attention_score_1024,baseline,20260727_074700,Ascend910B3,20,full,,14,attention_score_1024,-1,1024x1024x128,fp16,,,,,,,0.0094252,5.96252e-05,28.4806,,,,official,,,,1,,,,,,,,
candidate:attention_score_1024:1,candidate,20260727_074700,Ascend910B3,20,full,261,14,attention_score_1024,1,1024x1024x128,fp16,BASE,128x208x64,128x208x128,20,8x5,2x1(4x5),0.0093276,6.24517e-05,,1.01046,-1.03552,1.83221,within_noise,best,,,1,,,,,,,,
candidate:attention_score_1024:10,candidate,20260727_074700,Ascend910B3,20,full,270,14,attention_score_1024,10,1024x1024x128,fp16,BASE,144x208x64,144x208x128,20,8x5,2x1(4x5),0.0093892,3.07207e-05,,1.00383,-0.381955,1.42329,within_noise,measured,,,1,,,,,,,,
candidate:attention_score_1024:13,candidate,20260727_074700,Ascend910B3,20,full,273,14,attention_score_1024,13,1024x1024x128,fp16,BASE,112x256x64,112x256x128,20,10x4,3x1(4x4),0.009312,2.38908e-05,,1.01216,-1.20103,1.36302,within_noise,best,,,1,,,,,,,,
candidate:attention_score_1024:20,candidate,20260727_074700,Ascend910B3,20,full,280,14,attention_score_1024,20,1024x1024x128,fp16,BASE,240x128x64,240x128x128,20,5x8,2x2(4x5),0.0093716,0.00478484,,1.00572,-0.568689,101.541,within_noise,measured,,,1,extreme_variance,,,,,,,
result:attention_score_1024,result,20260727_074700,Ascend910B3,20,full,,14,attention_score_1024,,1024x1024x128,fp16,,,,,,,0.009312,,,1.01216,,,within_noise,,0.0094252,13,1,,,,,,,,
baseline:attention_value_1024,baseline,20260727_074700,Ascend910B3,20,full,,15,attention_value_1024,-1,1024x128x1024,fp16,,,,,,,0.0059084,4.37778e-05,45.4329,,,,official,,,,1,,,,,,,,
candidate:attention_value_1024:1,candidate,20260727_074700,Ascend910B3,20,full,281,15,attention_value_1024,1,1024x128x1024,fp16,BASE,112x64x128,112x64x1024,20,10x2,3x1(4x2),0.0059232,4.66475e-05,,0.997501,0.250498,2.16548,within_noise,best,,,1,,,,,,,,
candidate:attention_value_1024:2,candidate,20260727_074700,Ascend910B3,20,full,282,15,attention_value_1024,2,1024x128x1024,fp16,BASE,112x64x128,112x64x1024,20,10x2,3x1(4x2),0.0059132,4.86804e-05,,0.999188,0.0812396,2.21616,within_noise,best,,,1,,,,,,,,
candidate:attention_value_1024:4,candidate,20260727_074700,Ascend910B3,20,full,284,15,attention_value_1024,4,1024x128x1024,fp16,BASE,128x64x128,128x64x1024,20,8x2,2x1(4x2),0.0059068,3.05031e-05,,1.00027,-0.0270765,1.80613,within_noise,best,,,1,,,,,,,,
candidate:attention_value_1024:10,candidate,20260727_074700,Ascend910B3,20,full,290,15,attention_value_1024,10,1024x128x1024,fp16,BASE,128x80x128,128x80x1024,20,8x2,2x1(4x2),0.0059176,7.00741e-05,,0.998445,0.15571,2.79686,within_noise,measured,,,1,,,,,,,,
candidate:attention_value_1024:20,candidate,20260727_074700,Ascend910B3,20,full,300,15,attention_value_1024,20,1024x128x1024,fp16,BASE,160x64x64,160x64x1024,20,7x2,2x1(4x2),0.0059624,5.58253e-05,,0.990943,0.913953,2.40144,within_noise,measured,,,1,,,,,,,,
result:attention_value_1024,result,20260727_074700,Ascend910B3,20,full,,15,attention_value_1024,,1024x128x1024,fp16,,,,,,,0.0059068,,,1.00027,,,within_noise,,0.0059084,4,1,,,,,,,,
baseline:vision_projection,baseline,20260727_074700,Ascend910B3,20,full,,16,vision_projection,-1,3136x4096x1024,fp16,,,,,,,0.107354,5.59397e-05,245.046,,,,official,,,,1,,,,,,,,
candidate:vision_projection:1,candidate,20260727_074700,Ascend910B3,20,full,301,16,vision_projection,1,3136x4096x1024,fp16,BASE,224x144x64,224x144x1024,20,14x29,4x6(4x5),0.302219,0.00015353,,0.355219,181.516,1,regressed,best,,,1,,,,,,,,
candidate:vision_projection:3,candidate,20260727_074700,Ascend910B3,20,full,303,16,vision_projection,3,3136x4096x1024,fp16,BASE,176x176x64,176x176x1024,20,18x24,5x5(4x5),0.274809,0.000392059,,0.39065,155.984,1,regressed,best,,,1,,,,,,,,
candidate:vision_projection:5,candidate,20260727_074700,Ascend910B3,20,full,305,16,vision_projection,5,3136x4096x1024,fp16,BASE,144x224x64,144x224x1024,20,22x19,6x4(4x5),0.264259,0.000168835,,0.406246,146.156,1,regressed,best,,,1,,,,,,,,
candidate:vision_projection:6,candidate,20260727_074700,Ascend910B3,20,full,306,16,vision_projection,6,3136x4096x1024,fp16,BASE,144x224x64,144x224x1024,20,22x19,6x4(4x5),0.263547,0.000181102,,0.407343,145.493,1,regressed,best,,,1,,,,,,,,
candidate:vision_projection:7,candidate,20260727_074700,Ascend910B3,20,full,307,16,vision_projection,7,3136x4096x1024,fp16,BASE,160x192x64,160x192x1024,20,20x22,5x5(4x5),0.197846,0.000169482,,0.542614,84.2931,1,regressed,best,,,1,,,,,,,,
candidate:vision_projection:9,candidate,20260727_074700,Ascend910B3,20,full,309,16,vision_projection,9,3136x4096x1024,fp16,BASE,128x256x64,128x256x1024,20,25x16,7x4(4x5),0.136271,0.000101383,,0.787799,26.9359,1,regressed,best,,,1,,,,,,,,
candidate:vision_projection:10,candidate,20260727_074700,Ascend910B3,20,full,310,16,vision_projection,10,3136x4096x1024,fp16,BASE,128x256x64,128x256x1024,20,25x16,7x4(4x5),0.136236,8.06529e-05,,0.787998,26.9039,1,regressed,best,,,1,,,,,,,,
candidate:vision_projection:20,candidate,20260727_074700,Ascend910B3,20,full,320,16,vision_projection,20,3136x4096x1024,fp16,BASE,160x176x64,160x176x1024,20,20x24,5x5(4x5),0.295231,0.00015108,,0.363627,175.007,1,regressed,measured,,,1,,,,,,,,
result:vision_projection,result,20260727_074700,Ascend910B3,20,full,,16,vision_projection,,3136x4096x1024,fp16,,,,,,,0.136236,,,0.787998,,,regressed,,0.107354,10,1,,,,,,,,
baseline:skinny_m_large_k,baseline,20260727_074700,Ascend910B3,20,full,,17,skinny_m_large_k,-1,17x4096x16384,fp16,,,,,,,0.064878,6.54006e-05,35.1691,,,,official,,,,1,,,,,,,,
